"","Year","SurveyDate","BlockID","SiteID","Block","Site","FragSize","Hunted","ForestProp1km","FragRatio1km","PointID","Latitude","Longitude","PlantID","ScientificName","Genus","Species","Family","CommonName","ScatPiles","Plants","Browsed"
"18",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP17",41.826031,-72.24707,"FAGGR","Fagus grandifolia","Fagus","grandifolia","Fagaceae","American Beech",0,1,0
"19",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP18",41.825577,-72.247002,NA,NA,NA,NA,NA,NA,0,0,0
"20",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP19",41.825073,-72.246773,"FAGGR","Fagus grandifolia","Fagus","grandifolia","Fagaceae","American Beech",0,1,0
"21",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP20",41.824657,-72.246674,NA,NA,NA,NA,NA,NA,0,0,0
"22",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP21",41.826488,-72.246841,NA,NA,NA,NA,NA,NA,0,0,0
"23",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP22",41.826031,-72.246613,NA,NA,NA,NA,NA,NA,0,0,0
"24",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP23",41.825638,-72.246613,"FAGGR","Fagus grandifolia","Fagus","grandifolia","Fagaceae","American Beech",1,2,0
"25",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP24",41.82513,-72.246315,NA,NA,NA,NA,NA,NA,5,0,0
"26",2017,2017-04-10,"ST","FNM","Storrs","Fenton",194.728,"no",0.648,1.955,"ST_FNM_DP25",41.824673,-72.246239,NA,NA,NA,NA,NA,NA,0,0,0
"27",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP1",41.807579,-72.237251,NA,NA,NA,NA,NA,NA,0,0,0
"28",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP2",41.807232,-72.237167,NA,NA,NA,NA,NA,NA,0,0,0
"29",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP3",41.806732,-72.237083,NA,NA,NA,NA,NA,NA,0,0,0
"30",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP4",41.806286,-72.2369,NA,NA,NA,NA,NA,NA,0,0,0
"31",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP5",41.805714,-72.236641,NA,NA,NA,NA,NA,NA,0,0,0
"32",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP6",41.807652,-72.236626,NA,NA,NA,NA,NA,NA,0,0,0
"33",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP7",41.807156,-72.236588,NA,NA,NA,NA,NA,NA,0,0,0
"34",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP8",41.806816,-72.23645,NA,NA,NA,NA,NA,NA,0,0,0
"35",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP9",41.80624,-72.236351,NA,NA,NA,NA,NA,NA,0,0,0
"36",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP10",41.805874,-72.236115,NA,NA,NA,NA,NA,NA,0,0,0
"37",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP11",41.80777,-72.236023,NA,NA,NA,NA,NA,NA,0,0,0
"38",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP12",41.807362,-72.235641,NA,NA,NA,NA,NA,NA,0,0,0
"39",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP13",41.806938,-72.235321,NA,NA,NA,NA,NA,NA,0,0,0
"40",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP14",41.806622,-72.234901,NA,NA,NA,NA,NA,NA,0,0,0
"41",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP15",41.806118,-72.234741,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"42",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP16",41.808022,-72.234688,NA,NA,NA,NA,NA,NA,0,0,0
"43",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP17",41.80756,-72.234489,NA,NA,NA,NA,NA,NA,0,0,0
"44",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP18",41.807095,-72.234398,NA,NA,NA,NA,NA,NA,0,0,0
"45",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP19",41.806725,-72.234314,NA,NA,NA,NA,NA,NA,0,0,0
"46",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP20",41.806335,-72.234108,NA,NA,NA,NA,NA,NA,0,0,0
"47",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP21",41.808136,-72.234062,NA,NA,NA,NA,NA,NA,0,0,0
"48",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP22",41.80772,-72.23391,NA,NA,NA,NA,NA,NA,0,0,0
"49",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP23",41.807255,-72.233826,NA,NA,NA,NA,NA,NA,0,0,0
"50",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP24",41.806808,-72.233719,NA,NA,NA,NA,NA,NA,0,0,0
"51",2017,2017-04-10,"ST","WWS","Storrs","StorrsTract_WhettonWoods",14.958,"no",0.506,4.078,"ST_WWS_DP25",41.806389,-72.233505,NA,NA,NA,NA,NA,NA,0,0,0
"52",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP1",41.743141,-72.133614,NA,NA,NA,NA,NA,NA,3,0,0
"53",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP2",41.742599,-72.133514,NA,NA,NA,NA,NA,NA,0,0,0
"54",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP3",41.742214,-72.133514,NA,NA,NA,NA,NA,NA,0,0,0
"55",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP4",41.741772,-72.133415,NA,NA,NA,NA,NA,NA,1,0,0
"56",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP5",41.741341,-72.133423,NA,NA,NA,NA,NA,NA,0,0,0
"57",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP6",41.743084,-72.133003,NA,NA,NA,NA,NA,NA,1,0,0
"58",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP7",41.742908,-72.132957,NA,NA,NA,NA,NA,NA,1,0,0
"59",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP8",41.742397,-72.132965,NA,NA,NA,NA,NA,NA,0,0,0
"60",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP9",41.741917,-72.132866,NA,NA,NA,NA,NA,NA,1,0,0
"61",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP10",41.741447,-72.13279,NA,NA,NA,NA,NA,NA,0,0,0
"62",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP11",41.743122,-72.132187,NA,NA,NA,NA,NA,NA,0,0,0
"63",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP12",41.742775,-72.132172,NA,NA,NA,NA,NA,NA,0,0,0
"64",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP13",41.742249,-72.132301,NA,NA,NA,NA,NA,NA,0,0,0
"65",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP14",41.741798,-72.132225,NA,NA,NA,NA,NA,NA,0,0,0
"66",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP15",41.741386,-72.132286,NA,NA,NA,NA,NA,NA,0,0,0
"67",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP16",41.743305,-72.131638,NA,NA,NA,NA,NA,NA,0,0,0
"68",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP17",41.742828,-72.131577,NA,NA,NA,NA,NA,NA,0,0,0
"69",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP18",41.742405,-72.131508,NA,NA,NA,NA,NA,NA,1,0,0
"70",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP19",41.74197,-72.131554,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"71",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP20",41.741398,-72.131523,NA,NA,NA,NA,NA,NA,1,0,0
"72",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP21",41.743198,-72.130997,"ACEXX","Acer","Acer","","Aceraceae","Maple",0,1,0
"73",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP22",41.742767,-72.131104,NA,NA,NA,NA,NA,NA,2,0,0
"74",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP23",41.742332,-72.131012,NA,NA,NA,NA,NA,NA,0,0,0
"75",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP24",41.741905,-72.130951,NA,NA,NA,NA,NA,NA,0,0,0
"76",2017,2017-04-11,"BB","BBL","Beaver_Brook","Beaver_Brook_large",388.81,"yes",0.71,1.809,"BB_BBL_DP25",41.741398,-72.13092,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"77",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP1",41.767925,-72.123772,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"78",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP2",41.767532,-72.123573,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"79",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP3",41.766994,-72.123642,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"80",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP4",41.766537,-72.123665,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,3,0
"81",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP5",41.766136,-72.12365,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,6,0
"82",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP6",41.768021,-72.123108,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"83",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP7",41.767681,-72.122749,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,3,1
"84",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP8",41.767193,-72.122849,"ACEXX","Acer","Acer","","Aceraceae","Maple",0,1,0
"85",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP9",41.766708,-72.12294,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,2,1
"86",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP10",41.766182,-72.122864,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"87",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP11",41.76796,-72.122505,"PRUXX","Prunus","Prunus","","Rosaceae","Cherry",0,1,0
"88",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP12",41.767326,-72.12265,NA,NA,NA,NA,NA,NA,0,0,0
"89",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP13",41.76683,-72.122551,"ACERU","Acer rubrum","Acer","rubrum","Aceraceae","Red Maple",1,1,0
"90",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP13",41.76683,-72.122551,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",NA,1,0
"91",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP14",41.766335,-72.122589,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"92",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP15",41.765942,-72.12252,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,6,1
"93",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP16",41.767593,-72.121826,NA,NA,NA,NA,NA,NA,0,0,0
"94",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP17",41.767193,-72.121819,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,1
"95",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP18",41.766815,-72.121803,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,1
"96",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP19",41.766392,-72.121826,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,11,1
"97",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP19",41.766392,-72.121826,"BETAL","Betula alleghaniensis","Betula","alleghaniensis","Betulaceae","Yellow Birch",NA,1,0
"98",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP20",41.765961,-72.121872,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"99",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP20",41.765961,-72.121872,"ACESA","Acer saccharum","Acer","saccharum","Aceraceae","Sugar Maple",NA,1,0
"100",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP21",41.767471,-72.121162,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,1
"101",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP22",41.767029,-72.121284,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"102",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP23",41.766724,-72.121353,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,1
"103",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP24",41.766209,-72.12146,NA,NA,NA,NA,NA,NA,0,0,0
"104",2017,2017-04-11,"BB","BBS","Beaver_Brook","Beaver_Brook_small",26.943,"no",0.751,1.5,"BB_BBS_DP25",41.76577,-72.121407,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"105",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP1",41.688385,-72.503746,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"106",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP2",41.687885,-72.503792,NA,NA,NA,NA,NA,NA,0,0,0
"107",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP3",41.687366,-72.503815,"PRUXX","Prunus","Prunus","","Rosaceae","Cherry",0,1,0
"108",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP4",41.686806,-72.503868,"FAGGR","Fagus grandifolia","Fagus","grandifolia","Fagaceae","American Beech",0,10,0
"109",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP5",41.686279,-72.503944,"KALLA","Kalmia latifolia","Kalmia","latifolia","Ericaceae","Mountain Laurel",0,1,0
"110",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP6",41.68837,-72.503197,NA,NA,NA,NA,NA,NA,0,0,0
"111",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP7",41.687603,-72.503021,NA,NA,NA,NA,NA,NA,0,0,0
"112",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP8",41.687107,-72.503006,NA,NA,NA,NA,NA,NA,0,0,0
"113",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP9",41.686642,-72.50325,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"114",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP10",41.686138,-72.50322,NA,NA,NA,NA,NA,NA,0,0,0
"115",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP11",41.688454,-72.502747,NA,NA,NA,NA,NA,NA,0,0,0
"116",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP12",41.688015,-72.502731,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"117",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP13",41.687511,-72.502838,NA,NA,NA,NA,NA,NA,0,0,0
"118",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP14",41.687096,-72.502724,NA,NA,NA,NA,NA,NA,0,0,0
"119",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP15",41.686611,-72.502747,"KALLA","Kalmia latifolia","Kalmia","latifolia","Ericaceae","Mountain Laurel",0,4,0
"120",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP16",41.688416,-72.502113,NA,NA,NA,NA,NA,NA,0,0,0
"121",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP17",41.687904,-72.502029,"QUEXX","Quercus","Quercus","","Fagaceae","Oak",0,1,0
"122",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP17",41.687904,-72.502029,"BETXX","Betula","Betula","","Betulaceae","Birch",NA,1,0
"123",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP18",41.68755,-72.502243,NA,NA,NA,NA,NA,NA,0,0,0
"124",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP19",41.687122,-72.502151,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"125",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP20",41.686718,-72.502007,NA,NA,NA,NA,NA,NA,0,0,0
"126",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP21",41.688477,-72.501503,NA,NA,NA,NA,NA,NA,0,0,0
"127",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP22",41.688057,-72.501442,NA,NA,NA,NA,NA,NA,0,0,0
"128",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP23",41.687653,-72.501495,"BETXX","Betula","Betula","","Betulaceae","Birch",0,1,0
"129",2017,2017-04-13,"MM","GHM","Meshomasic","GoodaleHillRd_medium",140.381,"yes",0.748,0.994,"MM_GHM_DP23",41.687653,-72.501495,"ACEXX","Acer","Acer","","Aceraceae","Maple",NA,1,0
