"BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","ScatPredict","PointID","Latitude","Longitude","CornerFlagged","Year","SurveyDate","Tree","TreeGenus","TreeSpecies","TreeFamily","DBH","Height","Branches1_2m","Dead"
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",1.7,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.85,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",1.5,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",7.8,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Carya glabra","Carya","glabra","Juglandaceae",41.7,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.3,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.6,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",6.4,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",8.65,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",1.7,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",1.55,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.4,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_4",41.806828,-72.235229,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",3.85,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Fraxinus americana","Fraxinus","americana","Oleaceae",50.9,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.09,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.29,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.09,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.39,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Fraxinus americana","Fraxinus","americana","Oleaceae",53.9,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.21,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.05,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Betula lenta","Betula","lenta","Betulaceae",21.45,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",11.55,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",12.1,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.36,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",20.25,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.1,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Fraxinus americana","Fraxinus","americana","Oleaceae",62,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",33.05,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.6,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Fraxinus americana","Fraxinus","americana","Oleaceae",52,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_3",41.807053,-72.235237,NA,2017,2017-07-17,"Ostrya virginiana","Ostrya","virginiana","Betulaceae",3.7,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer rubrum","Acer","rubrum","Aceraceae",29.5,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.28,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.29,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.17,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.37,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.18,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.3,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.22,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.16,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.4,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.06,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.28,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.32,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.03,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.41,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer rubrum","Acer","rubrum","Aceraceae",39.3,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.15,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.11,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.08,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.11,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.08,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.08,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.18,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.36,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Lindera benzoin","Lindera","benzoin","Lauraceae",3.6,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.19,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.17,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",2.45,NA,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.23,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.2,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.35,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Fraxinus americana","Fraxinus","americana","Oleaceae",59.8,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",21.6,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.02,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.07,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,1.05,"yes",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",7.1,NA,"no",NA
"ST","WWS",14.958,"small",0.506,4.078,0.582,3.264,"no",0.415,0.176,"ST_WWS_2",41.806938,-72.235497,NA,2017,2017-07-17,"Acer saccharum","Acer","saccharum","Aceraceae",13,NA,"no",NA
